Customer ID,Credit Limit,Utilisation %,Avg Payment Ratio,Min Due Paid Frequency,Merchant Mix Index,Cash Withdrawal %,Recent Spend Change %,DPD Bucket Next Month,raw_score,score_norm,risk_class,top3_contribs,contribs
C1150,81519,27.9,64.6,27.7,1.0,23.6,12.6,1,0.2637,0.2637,Low,"[('pay', 0.11328), ('minpaid', 0.06094), ('util', 0.0558)]","{'spend': 0.01008, 'pay': 0.11328, 'minpaid': 0.06094, 'util': 0.0558, 'cash': 0.0236, 'merchant': 0.0}"
C1151,91724,36.2,89.6,26.8,1.0,27.9,10.1,0,0.20062,0.20062,Low,"[('util', 0.0724), ('minpaid', 0.05896), ('pay', 0.03328)]","{'spend': 0.00808, 'pay': 0.03328, 'minpaid': 0.05896, 'util': 0.0724, 'cash': 0.0279, 'merchant': 0.0}"
C1152,71351,15.3,87.1,25.2,1.0,13.3,-0.3,0,0.14086,0.14086,Low,"[('minpaid', 0.05544), ('pay', 0.04128), ('util', 0.0306)]","{'spend': 0.00024, 'pay': 0.04128, 'minpaid': 0.05544, 'util': 0.0306, 'cash': 0.0133, 'merchant': 0.0}"
C1153,68496,16.1,81.0,25.8,1.0,13.7,15.7,0,0.17602,0.17602,Low,"[('pay', 0.0608), ('minpaid', 0.05676), ('util', 0.0322)]","{'spend': 0.01256, 'pay': 0.0608, 'minpaid': 0.05676, 'util': 0.0322, 'cash': 0.0137, 'merchant': 0.0}"
C1154,115421,41.6,61.0,53.9,0.95,37.7,-4.5,0,0.37188,0.37188,Low,"[('pay', 0.1248), ('minpaid', 0.11858), ('util', 0.0832)]","{'spend': 0.0036, 'pay': 0.1248, 'minpaid': 0.11858, 'util': 0.0832, 'cash': 0.0377, 'merchant': 0.004}"
C1155,44705,22.5,77.9,29.1,1.0,19.1,17.3,0,0.21268,0.21268,Low,"[('pay', 0.07072), ('minpaid', 0.06402), ('util', 0.045)]","{'spend': 0.01384, 'pay': 0.07072, 'minpaid': 0.06402, 'util': 0.045, 'cash': 0.0191, 'merchant': 0.0}"
C1156,31575,32.2,67.7,31.4,1.0,23.2,26.2,2,0.281,0.281,Low,"[('pay', 0.10336), ('minpaid', 0.06908), ('util', 0.0644)]","{'spend': 0.02096, 'pay': 0.10336, 'minpaid': 0.06908, 'util': 0.0644, 'cash': 0.0232, 'merchant': 0.0}"
C1157,65836,65.8,36.0,85.2,0.68,60.4,-53.3,3,0.65248,0.65248,High,"[('pay', 0.2048), ('minpaid', 0.18744), ('util', 0.1316)]","{'spend': 0.04264, 'pay': 0.2048, 'minpaid': 0.18744, 'util': 0.1316, 'cash': 0.0604, 'merchant': 0.0256}"
C1158,101258,44.2,65.5,43.4,0.93,28.2,-28.4,0,0.3508,0.3508,Low,"[('pay', 0.1104), ('minpaid', 0.09548), ('util', 0.0884)]","{'spend': 0.02272, 'pay': 0.1104, 'minpaid': 0.09548, 'util': 0.0884, 'cash': 0.0282, 'merchant': 0.0056}"
C1159,24318,74.5,29.9,80.4,0.69,55.8,2.3,2,0.63264,0.63264,High,"[('pay', 0.22432), ('minpaid', 0.17688), ('util', 0.149)]","{'spend': 0.00184, 'pay': 0.22432, 'minpaid': 0.17688, 'util': 0.149, 'cash': 0.0558, 'merchant': 0.0248}"
C1160,183143,10.0,87.6,17.7,1.0,17.0,3.5,0,0.11842,0.11842,Low,"[('pay', 0.03968), ('minpaid', 0.03894), ('util', 0.02)]","{'spend': 0.0028, 'pay': 0.03968, 'minpaid': 0.03894, 'util': 0.02, 'cash': 0.017, 'merchant': 0.0}"
C1161,91282,11.2,90.2,7.8,1.0,16.2,3.9,0,0.09024,0.09024,Low,"[('pay', 0.03136), ('util', 0.0224), ('minpaid', 0.01716)]","{'spend': 0.00312, 'pay': 0.03136, 'minpaid': 0.01716, 'util': 0.0224, 'cash': 0.0162, 'merchant': 0.0}"
C1162,119513,38.9,66.7,37.1,1.0,19.9,13.5,0,0.29668,0.29668,Low,"[('pay', 0.10656), ('minpaid', 0.08162), ('util', 0.0778)]","{'spend': 0.0108, 'pay': 0.10656, 'minpaid': 0.08162, 'util': 0.0778, 'cash': 0.0199, 'merchant': 0.0}"
C1163,54408,14.7,97.5,14.7,1.0,11.9,-2.7,0,0.0838,0.0838,Low,"[('minpaid', 0.03234), ('util', 0.0294), ('cash', 0.0119)]","{'spend': 0.00216, 'pay': 0.008, 'minpaid': 0.03234, 'util': 0.0294, 'cash': 0.0119, 'merchant': 0.0}"
C1164,84705,10.0,89.0,17.3,1.0,20.4,-10.1,0,0.12174,0.12174,Low,"[('minpaid', 0.03806), ('pay', 0.0352), ('cash', 0.0204)]","{'spend': 0.00808, 'pay': 0.0352, 'minpaid': 0.03806, 'util': 0.02, 'cash': 0.0204, 'merchant': 0.0}"
C1165,238473,30.1,86.7,26.4,1.0,16.8,-11.6,0,0.18692,0.18692,Low,"[('util', 0.0602), ('minpaid', 0.05808), ('pay', 0.04256)]","{'spend': 0.00928, 'pay': 0.04256, 'minpaid': 0.05808, 'util': 0.0602, 'cash': 0.0168, 'merchant': 0.0}"
C1166,244078,35.4,76.4,44.3,0.98,24.1,-3.9,1,0.2726,0.2726,Low,"[('minpaid', 0.09746), ('pay', 0.07552), ('util', 0.0708)]","{'spend': 0.00312, 'pay': 0.07552, 'minpaid': 0.09746, 'util': 0.0708, 'cash': 0.0241, 'merchant': 0.0016}"
C1167,123052,12.7,99.3,10.8,1.0,9.3,9.7,0,0.06846,0.06846,Low,"[('util', 0.0254), ('minpaid', 0.02376), ('cash', 0.0093)]","{'spend': 0.00776, 'pay': 0.00224, 'minpaid': 0.02376, 'util': 0.0254, 'cash': 0.0093, 'merchant': 0.0}"
C1168,74580,32.7,58.9,52.0,0.88,31.6,-25.5,0,0.37292,0.37292,Low,"[('pay', 0.13152), ('minpaid', 0.1144), ('util', 0.0654)]","{'spend': 0.0204, 'pay': 0.13152, 'minpaid': 0.1144, 'util': 0.0654, 'cash': 0.0316, 'merchant': 0.0096}"
C1169,81908,8.4,95.9,11.2,1.0,23.3,-5.7,0,0.08242,0.08242,Low,"[('minpaid', 0.02464), ('cash', 0.0233), ('util', 0.0168)]","{'spend': 0.00456, 'pay': 0.01312, 'minpaid': 0.02464, 'util': 0.0168, 'cash': 0.0233, 'merchant': 0.0}"
C1170,181121,11.5,78.9,28.9,1.0,11.3,-20.0,0,0.1814,0.1814,Low,"[('pay', 0.06752), ('minpaid', 0.06358), ('util', 0.023)]","{'spend': 0.016, 'pay': 0.06752, 'minpaid': 0.06358, 'util': 0.023, 'cash': 0.0113, 'merchant': 0.0}"
C1171,58610,39.6,56.3,58.1,0.8,39.9,-0.3,2,0.403,0.403,Medium,"[('pay', 0.13984), ('minpaid', 0.12782), ('util', 0.0792)]","{'spend': 0.00024, 'pay': 0.13984, 'minpaid': 0.12782, 'util': 0.0792, 'cash': 0.0399, 'merchant': 0.016}"
C1172,51833,2.0,87.9,14.7,1.0,21.3,-3.2,0,0.09892,0.09892,Low,"[('pay', 0.03872), ('minpaid', 0.03234), ('cash', 0.0213)]","{'spend': 0.00256, 'pay': 0.03872, 'minpaid': 0.03234, 'util': 0.004, 'cash': 0.0213, 'merchant': 0.0}"
C1173,80522,29.8,77.1,26.7,1.0,20.5,-34.4,0,0.23964,0.23964,Low,"[('pay', 0.07328), ('util', 0.0596), ('minpaid', 0.05874)]","{'spend': 0.02752, 'pay': 0.07328, 'minpaid': 0.05874, 'util': 0.0596, 'cash': 0.0205, 'merchant': 0.0}"
C1174,143779,19.3,80.3,32.9,1.0,31.2,-13.8,0,0.21626,0.21626,Low,"[('minpaid', 0.07238), ('pay', 0.06304), ('util', 0.0386)]","{'spend': 0.01104, 'pay': 0.06304, 'minpaid': 0.07238, 'util': 0.0386, 'cash': 0.0312, 'merchant': 0.0}"
C1175,47810,20.7,75.1,31.4,1.0,26.4,18.1,0,0.23104,0.23104,Low,"[('pay', 0.07968), ('minpaid', 0.06908), ('util', 0.0414)]","{'spend': 0.01448, 'pay': 0.07968, 'minpaid': 0.06908, 'util': 0.0414, 'cash': 0.0264, 'merchant': 0.0}"
C1176,105503,27.8,73.5,24.7,1.0,25.1,-35.1,0,0.24792,0.24792,Low,"[('pay', 0.0848), ('util', 0.0556), ('minpaid', 0.05434)]","{'spend': 0.02808, 'pay': 0.0848, 'minpaid': 0.05434, 'util': 0.0556, 'cash': 0.0251, 'merchant': 0.0}"
C1177,106409,51.9,53.9,51.6,1.0,31.7,-47.2,1,0.4343,0.4343,Medium,"[('pay', 0.14752), ('minpaid', 0.11352), ('util', 0.1038)]","{'spend': 0.03776, 'pay': 0.14752, 'minpaid': 0.11352, 'util': 0.1038, 'cash': 0.0317, 'merchant': 0.0}"
C1178,93052,12.8,96.0,16.6,1.0,33.6,7.9,1,0.11484,0.11484,Low,"[('minpaid', 0.03652), ('cash', 0.0336), ('util', 0.0256)]","{'spend': 0.00632, 'pay': 0.0128, 'minpaid': 0.03652, 'util': 0.0256, 'cash': 0.0336, 'merchant': 0.0}"
C1179,79323,13.8,90.9,20.1,1.0,12.4,-14.9,3,0.12526,0.12526,Low,"[('minpaid', 0.04422), ('pay', 0.02912), ('util', 0.0276)]","{'spend': 0.01192, 'pay': 0.02912, 'minpaid': 0.04422, 'util': 0.0276, 'cash': 0.0124, 'merchant': 0.0}"
C1180,144521,21.3,86.2,22.4,1.0,13.1,19.4,0,0.16466,0.16466,Low,"[('minpaid', 0.04928), ('pay', 0.04416), ('util', 0.0426)]","{'spend': 0.01552, 'pay': 0.04416, 'minpaid': 0.04928, 'util': 0.0426, 'cash': 0.0131, 'merchant': 0.0}"
C1181,118720,23.3,83.7,22.8,1.0,15.8,7.0,0,0.17032,0.17032,Low,"[('pay', 0.05216), ('minpaid', 0.05016), ('util', 0.0466)]","{'spend': 0.0056, 'pay': 0.05216, 'minpaid': 0.05016, 'util': 0.0466, 'cash': 0.0158, 'merchant': 0.0}"
C1182,38269,6.6,80.4,13.4,1.0,13.7,-13.8,0,0.13014,0.13014,Low,"[('pay', 0.06272), ('minpaid', 0.02948), ('cash', 0.0137)]","{'spend': 0.01104, 'pay': 0.06272, 'minpaid': 0.02948, 'util': 0.0132, 'cash': 0.0137, 'merchant': 0.0}"
C1183,209775,36.6,78.8,37.6,1.0,24.9,8.2,0,0.25522,0.25522,Low,"[('minpaid', 0.08272), ('util', 0.0732), ('pay', 0.06784)]","{'spend': 0.00656, 'pay': 0.06784, 'minpaid': 0.08272, 'util': 0.0732, 'cash': 0.0249, 'merchant': 0.0}"
C1184,110642,3.7,96.2,7.9,1.0,7.4,-14.2,0,0.0557,0.0557,Low,"[('minpaid', 0.01738), ('pay', 0.01216), ('spend', 0.01136)]","{'spend': 0.01136, 'pay': 0.01216, 'minpaid': 0.01738, 'util': 0.0074, 'cash': 0.0074, 'merchant': 0.0}"
C1185,102106,21.2,78.0,27.1,0.96,12.0,-4.1,0,0.1909,0.1909,Low,"[('pay', 0.0704), ('minpaid', 0.05962), ('util', 0.0424)]","{'spend': 0.00328, 'pay': 0.0704, 'minpaid': 0.05962, 'util': 0.0424, 'cash': 0.012, 'merchant': 0.0032}"
C1186,70148,25.9,72.6,28.8,1.0,34.3,19.6,0,0.25282,0.25282,Low,"[('pay', 0.08768), ('minpaid', 0.06336), ('util', 0.0518)]","{'spend': 0.01568, 'pay': 0.08768, 'minpaid': 0.06336, 'util': 0.0518, 'cash': 0.0343, 'merchant': 0.0}"
C1187,72552,3.6,84.8,11.5,1.0,8.1,8.0,0,0.09564,0.09564,Low,"[('pay', 0.04864), ('minpaid', 0.0253), ('cash', 0.0081)]","{'spend': 0.0064, 'pay': 0.04864, 'minpaid': 0.0253, 'util': 0.0072, 'cash': 0.0081, 'merchant': 0.0}"
C1188,20991,24.0,75.1,28.5,1.0,20.6,21.6,0,0.22826,0.22826,Low,"[('pay', 0.07968), ('minpaid', 0.0627), ('util', 0.048)]","{'spend': 0.01728, 'pay': 0.07968, 'minpaid': 0.0627, 'util': 0.048, 'cash': 0.0206, 'merchant': 0.0}"
C1189,74745,20.6,87.9,18.0,1.0,11.4,-5.2,0,0.13508,0.13508,Low,"[('util', 0.0412), ('minpaid', 0.0396), ('pay', 0.03872)]","{'spend': 0.00416, 'pay': 0.03872, 'minpaid': 0.0396, 'util': 0.0412, 'cash': 0.0114, 'merchant': 0.0}"
C1190,117995,43.2,55.1,52.9,0.89,34.2,9.6,0,0.39714,0.39714,Low,"[('pay', 0.14368), ('minpaid', 0.11638), ('util', 0.0864)]","{'spend': 0.00768, 'pay': 0.14368, 'minpaid': 0.11638, 'util': 0.0864, 'cash': 0.0342, 'merchant': 0.0088}"
C1191,119332,17.8,93.4,16.6,1.0,8.8,-3.8,0,0.10508,0.10508,Low,"[('minpaid', 0.03652), ('util', 0.0356), ('pay', 0.02112)]","{'spend': 0.00304, 'pay': 0.02112, 'minpaid': 0.03652, 'util': 0.0356, 'cash': 0.0088, 'merchant': 0.0}"
C1192,58078,18.8,94.2,10.8,1.0,17.1,-27.8,0,0.11926,0.11926,Low,"[('util', 0.0376), ('minpaid', 0.02376), ('spend', 0.02224)]","{'spend': 0.02224, 'pay': 0.01856, 'minpaid': 0.02376, 'util': 0.0376, 'cash': 0.0171, 'merchant': 0.0}"
C1193,22757,43.4,51.4,49.5,0.89,33.0,-34.9,1,0.42094,0.42094,Medium,"[('pay', 0.15552), ('minpaid', 0.1089), ('util', 0.0868)]","{'spend': 0.02792, 'pay': 0.15552, 'minpaid': 0.1089, 'util': 0.0868, 'cash': 0.033, 'merchant': 0.0088}"
C1194,45059,9.3,91.2,8.2,1.0,14.5,-15.4,0,0.09162,0.09162,Low,"[('pay', 0.02816), ('util', 0.0186), ('minpaid', 0.01804)]","{'spend': 0.01232, 'pay': 0.02816, 'minpaid': 0.01804, 'util': 0.0186, 'cash': 0.0145, 'merchant': 0.0}"
C1195,70991,27.3,78.7,35.7,1.0,29.1,3.0,0,0.2328,0.2328,Low,"[('minpaid', 0.07854), ('pay', 0.06816), ('util', 0.0546)]","{'spend': 0.0024, 'pay': 0.06816, 'minpaid': 0.07854, 'util': 0.0546, 'cash': 0.0291, 'merchant': 0.0}"
C1196,171955,69.0,46.2,69.6,0.84,51.6,-56.5,0,0.57288,0.57288,High,"[('pay', 0.17216), ('minpaid', 0.15312), ('util', 0.138)]","{'spend': 0.0452, 'pay': 0.17216, 'minpaid': 0.15312, 'util': 0.138, 'cash': 0.0516, 'merchant': 0.0128}"
C1197,34321,20.9,98.0,7.6,1.0,15.0,2.2,0,0.08168,0.08168,Low,"[('util', 0.0418), ('minpaid', 0.01672), ('cash', 0.015)]","{'spend': 0.00176, 'pay': 0.0064, 'minpaid': 0.01672, 'util': 0.0418, 'cash': 0.015, 'merchant': 0.0}"
C1198,85197,12.0,84.7,11.2,1.0,5.5,5.9,0,0.10782,0.10782,Low,"[('pay', 0.04896), ('minpaid', 0.02464), ('util', 0.024)]","{'spend': 0.00472, 'pay': 0.04896, 'minpaid': 0.02464, 'util': 0.024, 'cash': 0.0055, 'merchant': 0.0}"
C1199,117180,7.9,76.3,19.9,1.0,16.8,9.6,0,0.1599,0.1599,Low,"[('pay', 0.07584), ('minpaid', 0.04378), ('cash', 0.0168)]","{'spend': 0.00768, 'pay': 0.07584, 'minpaid': 0.04378, 'util': 0.0158, 'cash': 0.0168, 'merchant': 0.0}"
C1200,119285,25.1,71.5,45.1,0.98,28.2,20.2,2,0.28658,0.28658,Low,"[('minpaid', 0.09922), ('pay', 0.0912), ('util', 0.0502)]","{'spend': 0.01616, 'pay': 0.0912, 'minpaid': 0.09922, 'util': 0.0502, 'cash': 0.0282, 'merchant': 0.0016}"
C1201,80190,66.3,27.7,80.0,0.86,57.7,20.7,3,0.62542,0.62542,High,"[('pay', 0.23136), ('minpaid', 0.176), ('util', 0.1326)]","{'spend': 0.01656, 'pay': 0.23136, 'minpaid': 0.176, 'util': 0.1326, 'cash': 0.0577, 'merchant': 0.0112}"
C1202,17985,26.8,85.5,19.0,1.0,15.1,9.2,0,0.16426,0.16426,Low,"[('util', 0.0536), ('pay', 0.0464), ('minpaid', 0.0418)]","{'spend': 0.00736, 'pay': 0.0464, 'minpaid': 0.0418, 'util': 0.0536, 'cash': 0.0151, 'merchant': 0.0}"
C1203,118184,10.5,89.3,8.4,1.0,15.8,-11.7,0,0.09888,0.09888,Low,"[('pay', 0.03424), ('util', 0.021), ('minpaid', 0.01848)]","{'spend': 0.00936, 'pay': 0.03424, 'minpaid': 0.01848, 'util': 0.021, 'cash': 0.0158, 'merchant': 0.0}"
C1204,90734,23.3,92.3,21.2,1.0,13.2,2.3,0,0.13292,0.13292,Low,"[('minpaid', 0.04664), ('util', 0.0466), ('pay', 0.02464)]","{'spend': 0.00184, 'pay': 0.02464, 'minpaid': 0.04664, 'util': 0.0466, 'cash': 0.0132, 'merchant': 0.0}"
C1205,114096,31.6,79.6,31.5,1.0,17.6,31.4,0,0.2405,0.2405,Low,"[('minpaid', 0.0693), ('pay', 0.06528), ('util', 0.0632)]","{'spend': 0.02512, 'pay': 0.06528, 'minpaid': 0.0693, 'util': 0.0632, 'cash': 0.0176, 'merchant': 0.0}"
C1206,50000,4.2,100.0,8.6,1.0,7.9,-2.8,0,0.03746,0.03746,Low,"[('minpaid', 0.01892), ('util', 0.0084), ('cash', 0.0079)]","{'spend': 0.00224, 'pay': 0.0, 'minpaid': 0.01892, 'util': 0.0084, 'cash': 0.0079, 'merchant': 0.0}"
C1207,64854,54.5,53.6,56.7,0.95,32.1,51.4,0,0.45944,0.45944,Medium,"[('pay', 0.14848), ('minpaid', 0.12474), ('util', 0.109)]","{'spend': 0.04112, 'pay': 0.14848, 'minpaid': 0.12474, 'util': 0.109, 'cash': 0.0321, 'merchant': 0.004}"
C1208,195873,49.3,47.8,52.6,0.97,37.0,32.6,1,0.44684,0.44684,Medium,"[('pay', 0.16704), ('minpaid', 0.11572), ('util', 0.0986)]","{'spend': 0.02608, 'pay': 0.16704, 'minpaid': 0.11572, 'util': 0.0986, 'cash': 0.037, 'merchant': 0.0024}"
C1209,80815,18.9,90.3,19.9,1.0,21.8,-2.6,0,0.1365,0.1365,Low,"[('minpaid', 0.04378), ('util', 0.0378), ('pay', 0.03104)]","{'spend': 0.00208, 'pay': 0.03104, 'minpaid': 0.04378, 'util': 0.0378, 'cash': 0.0218, 'merchant': 0.0}"
C1210,84829,31.3,73.5,28.2,1.0,20.5,-6.7,1,0.2353,0.2353,Low,"[('pay', 0.0848), ('util', 0.0626), ('minpaid', 0.06204)]","{'spend': 0.00536, 'pay': 0.0848, 'minpaid': 0.06204, 'util': 0.0626, 'cash': 0.0205, 'merchant': 0.0}"
C1211,57231,10.0,100.0,7.6,1.0,11.8,2.8,0,0.05076,0.05076,Low,"[('util', 0.02), ('minpaid', 0.01672), ('cash', 0.0118)]","{'spend': 0.00224, 'pay': 0.0, 'minpaid': 0.01672, 'util': 0.02, 'cash': 0.0118, 'merchant': 0.0}"
C1212,171784,8.0,89.0,19.0,0.99,7.1,-2.2,0,0.10266,0.10266,Low,"[('minpaid', 0.0418), ('pay', 0.0352), ('util', 0.016)]","{'spend': 0.00176, 'pay': 0.0352, 'minpaid': 0.0418, 'util': 0.016, 'cash': 0.0071, 'merchant': 0.0008}"
C1213,34250,42.3,63.9,42.2,0.88,28.5,-15.0,0,0.34306,0.34306,Low,"[('pay', 0.11552), ('minpaid', 0.09284), ('util', 0.0846)]","{'spend': 0.012, 'pay': 0.11552, 'minpaid': 0.09284, 'util': 0.0846, 'cash': 0.0285, 'merchant': 0.0096}"
C1214,64007,35.0,66.3,30.0,1.0,18.4,-16.2,0,0.2752,0.2752,Low,"[('pay', 0.10784), ('util', 0.07), ('minpaid', 0.066)]","{'spend': 0.01296, 'pay': 0.10784, 'minpaid': 0.066, 'util': 0.07, 'cash': 0.0184, 'merchant': 0.0}"
C1215,108942,39.5,72.8,41.7,1.0,31.5,15.4,0,0.3016,0.3016,Low,"[('minpaid', 0.09174), ('pay', 0.08704), ('util', 0.079)]","{'spend': 0.01232, 'pay': 0.08704, 'minpaid': 0.09174, 'util': 0.079, 'cash': 0.0315, 'merchant': 0.0}"
C1216,83990,65.9,37.0,75.8,0.78,38.1,-57.9,1,0.60218,0.60218,High,"[('pay', 0.2016), ('minpaid', 0.16676), ('util', 0.1318)]","{'spend': 0.04632, 'pay': 0.2016, 'minpaid': 0.16676, 'util': 0.1318, 'cash': 0.0381, 'merchant': 0.0176}"
C1217,140426,18.3,89.9,15.4,1.0,9.1,2.4,0,0.11382,0.11382,Low,"[('util', 0.0366), ('minpaid', 0.03388), ('pay', 0.03232)]","{'spend': 0.00192, 'pay': 0.03232, 'minpaid': 0.03388, 'util': 0.0366, 'cash': 0.0091, 'merchant': 0.0}"
C1218,109011,15.4,83.6,18.8,1.0,18.0,-12.0,0,0.15224,0.15224,Low,"[('pay', 0.05248), ('minpaid', 0.04136), ('util', 0.0308)]","{'spend': 0.0096, 'pay': 0.05248, 'minpaid': 0.04136, 'util': 0.0308, 'cash': 0.018, 'merchant': 0.0}"
C1219,192390,11.7,87.2,19.6,1.0,19.4,-1.6,0,0.12816,0.12816,Low,"[('minpaid', 0.04312), ('pay', 0.04096), ('util', 0.0234)]","{'spend': 0.00128, 'pay': 0.04096, 'minpaid': 0.04312, 'util': 0.0234, 'cash': 0.0194, 'merchant': 0.0}"
C1220,76266,36.6,67.2,48.3,0.95,37.6,-0.9,1,0.32674,0.32674,Low,"[('minpaid', 0.10626), ('pay', 0.10496), ('util', 0.0732)]","{'spend': 0.00072, 'pay': 0.10496, 'minpaid': 0.10626, 'util': 0.0732, 'cash': 0.0376, 'merchant': 0.004}"
C1221,80461,9.7,92.0,12.9,1.0,7.5,14.0,0,0.09208,0.09208,Low,"[('minpaid', 0.02838), ('pay', 0.0256), ('util', 0.0194)]","{'spend': 0.0112, 'pay': 0.0256, 'minpaid': 0.02838, 'util': 0.0194, 'cash': 0.0075, 'merchant': 0.0}"
C1222,101303,22.3,78.0,30.2,1.0,21.0,-5.2,0,0.2066,0.2066,Low,"[('pay', 0.0704), ('minpaid', 0.06644), ('util', 0.0446)]","{'spend': 0.00416, 'pay': 0.0704, 'minpaid': 0.06644, 'util': 0.0446, 'cash': 0.021, 'merchant': 0.0}"
C1223,32241,2.5,93.9,6.8,1.0,11.9,12.8,0,0.06162,0.06162,Low,"[('pay', 0.01952), ('minpaid', 0.01496), ('cash', 0.0119)]","{'spend': 0.01024, 'pay': 0.01952, 'minpaid': 0.01496, 'util': 0.005, 'cash': 0.0119, 'merchant': 0.0}"
C1224,191221,4.4,100.0,6.0,1.0,5.6,10.6,2,0.03608,0.03608,Low,"[('minpaid', 0.0132), ('util', 0.0088), ('spend', 0.00848)]","{'spend': 0.00848, 'pay': 0.0, 'minpaid': 0.0132, 'util': 0.0088, 'cash': 0.0056, 'merchant': 0.0}"
C1225,52503,71.5,26.9,77.7,0.8,54.0,-10.0,1,0.62586,0.62586,High,"[('pay', 0.23392), ('minpaid', 0.17094), ('util', 0.143)]","{'spend': 0.008, 'pay': 0.23392, 'minpaid': 0.17094, 'util': 0.143, 'cash': 0.054, 'merchant': 0.016}"
C1226,164249,13.2,94.2,17.8,1.0,12.0,7.2,1,0.10188,0.10188,Low,"[('minpaid', 0.03916), ('util', 0.0264), ('pay', 0.01856)]","{'spend': 0.00576, 'pay': 0.01856, 'minpaid': 0.03916, 'util': 0.0264, 'cash': 0.012, 'merchant': 0.0}"
C1227,195193,43.1,62.2,52.9,0.85,25.6,6.2,0,0.3661,0.3661,Low,"[('pay', 0.12096), ('minpaid', 0.11638), ('util', 0.0862)]","{'spend': 0.00496, 'pay': 0.12096, 'minpaid': 0.11638, 'util': 0.0862, 'cash': 0.0256, 'merchant': 0.012}"
C1228,154010,80.5,33.9,87.1,0.82,57.2,6.4,0,0.64086,0.64086,High,"[('pay', 0.21152), ('minpaid', 0.19162), ('util', 0.161)]","{'spend': 0.00512, 'pay': 0.21152, 'minpaid': 0.19162, 'util': 0.161, 'cash': 0.0572, 'merchant': 0.0144}"
C1229,98034,11.9,87.0,21.1,1.0,20.7,-17.7,0,0.14668,0.14668,Low,"[('minpaid', 0.04642), ('pay', 0.0416), ('util', 0.0238)]","{'spend': 0.01416, 'pay': 0.0416, 'minpaid': 0.04642, 'util': 0.0238, 'cash': 0.0207, 'merchant': 0.0}"
C1230,61775,25.4,79.6,28.2,1.0,18.8,10.2,0,0.20508,0.20508,Low,"[('pay', 0.06528), ('minpaid', 0.06204), ('util', 0.0508)]","{'spend': 0.00816, 'pay': 0.06528, 'minpaid': 0.06204, 'util': 0.0508, 'cash': 0.0188, 'merchant': 0.0}"
C1231,26838,3.0,84.1,13.5,1.0,13.7,10.9,0,0.109,0.109,Low,"[('pay', 0.05088), ('minpaid', 0.0297), ('cash', 0.0137)]","{'spend': 0.00872, 'pay': 0.05088, 'minpaid': 0.0297, 'util': 0.006, 'cash': 0.0137, 'merchant': 0.0}"
C1232,120507,13.9,87.6,26.6,1.0,9.8,-33.4,0,0.16252,0.16252,Low,"[('minpaid', 0.05852), ('pay', 0.03968), ('util', 0.0278)]","{'spend': 0.02672, 'pay': 0.03968, 'minpaid': 0.05852, 'util': 0.0278, 'cash': 0.0098, 'merchant': 0.0}"
C1233,77213,17.2,95.5,16.4,1.0,14.1,7.6,0,0.10506,0.10506,Low,"[('minpaid', 0.03608), ('util', 0.0344), ('pay', 0.0144)]","{'spend': 0.00608, 'pay': 0.0144, 'minpaid': 0.03608, 'util': 0.0344, 'cash': 0.0141, 'merchant': 0.0}"
C1234,229551,26.6,76.5,32.8,1.0,23.5,-4.1,0,0.22734,0.22734,Low,"[('pay', 0.0752), ('minpaid', 0.07216), ('util', 0.0532)]","{'spend': 0.00328, 'pay': 0.0752, 'minpaid': 0.07216, 'util': 0.0532, 'cash': 0.0235, 'merchant': 0.0}"
C1235,74897,31.5,76.6,32.8,0.99,16.4,32.1,1,0.25292,0.25292,Low,"[('pay', 0.07488), ('minpaid', 0.07216), ('util', 0.063)]","{'spend': 0.02568, 'pay': 0.07488, 'minpaid': 0.07216, 'util': 0.063, 'cash': 0.0164, 'merchant': 0.0008}"
C1236,125292,13.0,79.1,24.1,1.0,20.7,-3.6,0,0.16948,0.16948,Low,"[('pay', 0.06688), ('minpaid', 0.05302), ('util', 0.026)]","{'spend': 0.00288, 'pay': 0.06688, 'minpaid': 0.05302, 'util': 0.026, 'cash': 0.0207, 'merchant': 0.0}"
C1237,70549,18.2,77.0,38.6,1.0,29.7,13.4,0,0.23534,0.23534,Low,"[('minpaid', 0.08492), ('pay', 0.0736), ('util', 0.0364)]","{'spend': 0.01072, 'pay': 0.0736, 'minpaid': 0.08492, 'util': 0.0364, 'cash': 0.0297, 'merchant': 0.0}"
C1238,112329,27.1,77.2,23.9,0.98,24.1,-21.5,0,0.22264,0.22264,Low,"[('pay', 0.07296), ('util', 0.0542), ('minpaid', 0.05258)]","{'spend': 0.0172, 'pay': 0.07296, 'minpaid': 0.05258, 'util': 0.0542, 'cash': 0.0241, 'merchant': 0.0016}"
C1239,72818,6.8,99.9,14.4,1.0,9.1,9.8,0,0.06254,0.06254,Low,"[('minpaid', 0.03168), ('util', 0.0136), ('cash', 0.0091)]","{'spend': 0.00784, 'pay': 0.00032, 'minpaid': 0.03168, 'util': 0.0136, 'cash': 0.0091, 'merchant': 0.0}"
C1240,80439,25.9,87.4,12.0,1.0,11.1,0.4,0,0.12994,0.12994,Low,"[('util', 0.0518), ('pay', 0.04032), ('minpaid', 0.0264)]","{'spend': 0.00032, 'pay': 0.04032, 'minpaid': 0.0264, 'util': 0.0518, 'cash': 0.0111, 'merchant': 0.0}"
